Rank,College Name,Avg_Doc_DSS,Risk_Score,Rank_Score
473,Arignar Anna Institute of Science and Technology,71.9,48.33,60.12
474,Gaya College of Engineering,76.83,43.39,60.11
475,IPS College of Technology and Management,66.02,54.19,60.11
476,M Kumarasamy College of Engineering,83.78,36.42,60.1
477,Rajdhani Engineering College,82.24,37.94,60.09
478,Institute of Tool Engineering,81.88,38.28,60.08
479,Intellectual Engineering College,82.62,37.47,60.05
480,Harshith Group of Institutions,53.2,66.88,60.04
481,Gramin Polytechnic Dharmapuri,81.94,38.1,60.02
482,Maharashtra Institute of Printing Technology,66.39,53.64,60.02
483,Government Polytechnic,78.59,41.41,60.0
484,Vishveshwarya Group of Institutions,84.77,35.19,59.98
485,Andhra University College of Engineering,76.16,43.8,59.98
486,Jindal School of Art and Architecture,77.5,42.46,59.98
487,Jagannath Institute of Engineering and Technology,75.35,44.55,59.95
488,Bharat Institute of Engineering and Technology,83.92,35.97,59.95
489,Prannath Parnami Institute of Management and Technology,77.93,41.98,59.95
490,Mohamed Sathak Engineering College,82.67,37.19,59.93
491,Veena Institute of Technical Education Women Polytechnic College,80.5,39.36,59.93
492,ANU College of Engineering and Technology,75.44,44.41,59.92
493,Tolani Foundation Gandhidham Polytechnic,82.45,37.35,59.9
494,Smt Shantaben Haribhai Gajera Engineering College,82.34,37.4,59.87
495,Guru Ghasidas Vishwavidyalaya,82.33,37.37,59.85
496,Maharaja Institute of Technology,59.38,60.32,59.85
497,Saraswati Institute of Engineering and Technology,80.71,38.97,59.84
498,Shri S'ad Vidya Mandal Institute of Technology,78.77,40.86,59.82
499,Central India institute of Technology,76.65,42.99,59.82
500,Shivajirao S Jondhle College of Engineering and Technology,76.92,42.69,59.81
501,Hewett Polytechnic,76.29,43.33,59.81
502,Institute of Road and Transport Technology,73.12,46.41,59.76
503,Seshachala Institute of Engineering and Technology,84.75,34.65,59.7
504,Dattakala Group of Institution,80.65,38.72,59.68
505,Bankura Government Polytechnic,81.16,38.18,59.67
506,Government Polytechnic,80.64,38.69,59.66
507,Tamilnadu College of Engineering,82.68,36.64,59.66
508,Ghanshyam Hemlata Institute of Technology and Management,50.58,68.7,59.64
509,Loknayak Jai Prakash Institute of Technology,66.91,52.36,59.64
510,Krishna Murthy Institute of Technology and Engineering,72.49,46.77,59.63
511,University of Kashmir,84.35,34.91,59.63
512,GES Polytechnic College,83.51,35.72,59.61
513,Poornima Group of Institutions,81.06,38.08,59.57
514,Bangalore University,64.69,54.43,59.56
515,Hemwati Nandan Bahuguna Garhwal University,79.83,39.29,59.56
516,Government Polytechnic,83.81,35.28,59.55
517,St Soldier Institute of Pharmacy and Polytechnic,81.88,37.23,59.55
518,Aayojan School of Architecture,70.19,48.9,59.54
519,Trinity Academy of Engineering,83.72,35.35,59.54
520,Narasimma Pallavan Polytechnic College,81.69,37.37,59.53
521,Ramakrishna Mission Shilpamandira,83.74,35.31,59.53
522,Indian Institute of Information Technology,59.6,59.46,59.53
523,Yaduvanshi Polytechnic,80.66,38.38,59.52
524,Indira Gandhi Polytechnic,83.7,35.33,59.51
525,Guru Nanak Institute of Engineering and Management,83.45,35.57,59.51
526,Government Polytechnic,64.41,54.58,59.5
527,Nilachal Polytechnic,81.71,37.29,59.5
528,Daita Madhusudana Sastry Sri Venkateswara Hindu College of Engineering,74.16,44.8,59.48
529,RV Institute of Technology,84.48,34.47,59.48
530,Dhalai District Polytechnic,77.17,41.77,59.47
531,JP Institute of Engineering and Technology,84.41,34.51,59.46
532,Rajeshkumar Wadhawan Polytechnic Institute,77.14,41.78,59.46
533,Sahyadri Valley College of Engineering and Technology,74.2,44.71,59.45
534,Eshan College of Engineering,82.65,36.25,59.45
535,Emerald-9 Institute of Management and Technology,76.07,42.79,59.43
536,Panimalar Polytechnic College,71.4,47.46,59.43
537,Padmabhushan Sri N Ramaswami Ayyar Memorial Polytechnic College for Girls,84.65,34.19,59.42
538,Government Polytechnic,74.89,43.93,59.41
539,Vishwa Bharathi PG College of Engineering and Management,79.45,39.35,59.4
540,Guru Kripa Polytechnic College,73.38,45.4,59.39
541,Selvam College of Technology,83.77,35.0,59.38
542,Vinayaka Mission's Kirupananda Variyar Engineering College,83.22,35.51,59.37
543,Alpine Institute of Technology,77.54,41.16,59.35
544,Sri Venkateswara Institute of Science and Technology,74.99,43.64,59.32
545,Guwahati College of Architecture,82.39,36.23,59.31
546,ACT College of Engineering and Technology,83.63,34.88,59.26
547,Methodist College of Engineering and Technology,81.84,36.67,59.25
548,ISB and M School of Technology,75.93,42.54,59.23
549,SRI College of Engineering and Technology,84.54,33.92,59.23
550,KK Wagh Women's Polytechnic,84.57,33.81,59.19
551,SB Patil Polytechnic,76.42,41.95,59.19
552,EASA College of Engineering and Technology,78.76,39.6,59.18
553,Lendi Institute of Engineering and Technology,72.83,45.54,59.18
554,DSR College of Polytechnic,84.48,33.85,59.16
555,Ramachandra College of Engineering,84.24,34.08,59.16
556,SCAD Polytechnic College,75.77,42.52,59.15
557,Mizoram Polytechnic,80.9,37.39,59.14
558,Asra College of Engineering and Technology,79.77,38.51,59.14
559,Minerva College of Architecture,84.17,34.11,59.14
560,Thirumalai Madhanur Polytechnic College,71.14,47.14,59.14
561,KK Polytechnic,84.2,34.05,59.13
562,College of Engineering and Technology,84.0,34.23,59.12
563,GCRG Group of Institutions,69.42,48.79,59.1
564,Sharda University,82.07,36.13,59.1
565,Chalapathi Institute of Technology,75.12,43.08,59.1
566,Government Girls Polytechnic,76.21,41.96,59.09
567,Triguna Sen School of Technology,68.6,49.57,59.09
568,Sankalchand Patel University,54.2,63.96,59.08
569,JNTUA College of Engineering,59.54,58.62,59.08
570,Sree Narayana Institute of Technology,74.74,43.4,59.07
571,The New Horizons Institute of Technology,79.56,38.54,59.05
572,Sri Venkateswara College of Engineering and Technology,80.81,37.23,59.02
573,Goa College of Engineering,78.36,39.68,59.02
574,Chhotu Ram Polytechnic,75.13,42.9,59.01
575,Vignan Institute of Technology and Science,79.34,38.66,59.0
576,Laljibhai Chaturbhai Institute of Technology,83.41,34.57,58.99
577,Nagaland University,80.4,37.57,58.98
578,Harcourt Butler Technical University,75.93,42.04,58.98
579,E Max Polytechnic College,79.15,38.78,58.96
580,Rajiv Gandhi Institute of Petroleum Technology Amethi,77.81,40.11,58.96
581,Modi Institute of Technology,83.95,33.95,58.95
582,Sangam University,84.11,33.79,58.95
583,RTE Society's Rural Engineering College,84.9,33.01,58.95
584,Integral University,79.87,38.03,58.95
585,School of Technology and Applied Sciences,83.39,34.47,58.93
586,USP Polytechnic College,79.63,38.23,58.93
587,Invertis Institute of Engineering and Technology,80.72,37.13,58.93
588,Sanskriti University,58.12,59.72,58.92
589,Bhai Maha Singh College of Engineering,84.15,33.69,58.92
590,YRS Polytechnic College,81.91,35.88,58.9
591,RM Polytechnic,53.94,63.83,58.89
592,Bhagalpur College of Engineering,75.51,42.22,58.87
593,IMPACT School of Architecture,67.93,49.79,58.86
594,Vidya Jyothi Institute of Technology,78.52,39.19,58.85
595,Guru Gobind Singh Polytechnic,84.75,32.88,58.82
596,Silver Oak College of Engineering and Technology,79.37,38.27,58.82
597,Malla Reddy College of Engineering and Technology,78.62,39.02,58.82
598,Medha Institute of Science and Technology for Women,76.87,40.73,58.8
599,Stani Memorial College of Engineering and Technology,78.99,38.6,58.79
600,BR Mahendra Polytechnic College,81.35,36.22,58.78
601,Muzaffarpur Institute of Technology,81.54,35.97,58.75
602,PR Patil College of Architecture,84.58,32.9,58.74
603,Saraswati Polytechnic College,84.97,32.5,58.74
604,Annai Mathammal Sheela Engineering College,79.29,38.18,58.73
605,RL Institute of Nautical Sciences,65.74,51.72,58.73
606,Bapatla Engineering College,83.83,33.61,58.72
607,AVS College of Technology,84.72,32.71,58.71
608,Minimata Government Girls Polytechnic,80.09,37.34,58.71
609,Government Polytechnic College,82.59,34.83,58.71
610,Sachdeva Engineering College for Girls,64.95,52.47,58.71
611,Khandelwal College of Architecture and Design,63.34,54.08,58.71
612,Vidyasagar Institute of Technology,77.3,40.1,58.7
613,SG Balekundri Institute of Technology,82.26,35.07,58.67
614,HKE Society's PDA College of Engineering,83.03,34.31,58.67
615,Raja Balwant Singh Engineering Technical Campus,80.2,37.13,58.66
616,SAGE University,54.07,63.23,58.65
617,RKDF College of Engineering,83.6,33.69,58.64
618,Raman Polytechnic College,73.24,44.04,58.64
619,Birbhum Institute of Engineering and Technology,84.91,32.36,58.63
620,Maxim Institute of Technology,83.07,34.17,58.62
621,Sheth Shri Otarmal Sheshmal Parmar College of Diploma Engineering,74.97,42.25,58.61
622,Government Polytechnic College,82.3,34.91,58.6
623,Government Polytechnic College,82.32,34.87,58.59
624,Pavendar Bharathidasan College of Engineering and Technology,84.82,32.37,58.59
625,Raj Kumar Goel Engineering College,84.51,32.65,58.58
626,DR College of Engineering and Technology,84.43,32.7,58.57
627,St Anne's College of Engineering and Technology,78.89,38.25,58.57
628,Lord Krishna College of Technology,77.29,39.78,58.53
629,Gnanamani College of Engineering,83.07,33.99,58.53
630,Sri Manakula Vinayagar Polytechnic College,80.35,36.67,58.51
631,Government Polytechnic,79.33,37.69,58.51
632,TRR College of Engineering,72.39,44.6,58.5
633,SVS Educational Park,81.71,35.29,58.5
634,Shri Labhubhai Trivedi Institute of Engineering and Technology,83.33,33.65,58.49
635,Roorkee College of Engineering,48.97,67.98,58.48
636,Aryabhatta College of Engineering and Research Centre,83.88,33.05,58.47
637,BVVS SR Vastrad Rural Polytechnic,73.24,43.7,58.47
638,Siddaganga Institute of Technology,84.34,32.55,58.45
639,Vadodara Design Academy,82.7,34.16,58.43
640,VVP Engineering College,81.79,35.05,58.42
641,BM College of Technology,75.42,41.37,58.39
642,Swarnandhra College of Engineering and Technology,81.41,35.38,58.39
643,Smt Premalatai Chavan Polytechnic,83.53,33.24,58.38
644,Konghu Velalar Polytechnic College,81.14,35.58,58.36
645,Prasad Polytechnic,74.48,42.24,58.36
646,Charotar University of Science and Technology,61.48,55.25,58.36
647,Kalka Engineering College,49.34,67.35,58.35
648,Government Polytechnic,73.34,43.25,58.3
649,Knowledge Institute of Technology and Engineering,84.95,31.66,58.3
650,ES Engineering College,82.61,33.98,58.3
651,Malnad College of Engineering,81.54,35.04,58.29
652,Government College of Engineering Textile Technology,82.71,33.87,58.29
653,Meghnad Saha Institute of Technology,81.12,35.44,58.28
654,Ideal Institute of Engineering,79.16,37.37,58.27
655,Government Polytechnic,64.9,51.62,58.26
656,Sanketika Institute of Technology and Management,82.24,34.23,58.24
657,Central Footwear Training Centre,60.37,56.11,58.24
658,Hindu College of Engineering and Technology,74.94,41.53,58.24
659,Bhai Gurdas Institute of Engineering and Technology,73.72,42.76,58.24
660,Kerala University of Fisheries and Ocean Studies,77.47,39.01,58.24
661,Bajaj Institute of Technology,83.0,33.46,58.23
662,Sphoorthy Engineering College,71.23,45.23,58.23
663,Sri Krishna Polytechnic College,77.17,39.27,58.22
664,Sri Venkateswaraa College of Technology,82.89,33.53,58.21
665,Indian Institute of Science Education and Research Bhopal,82.95,33.47,58.21
666,St Judes Polytechnic College,84.38,31.99,58.19
667,Mount Zion College of Engineering and Technology,84.23,32.16,58.19
668,Fatima Michael College of Engineering and Technology,83.47,32.9,58.19
669,Aishwarya College of Engineering and Technology,70.05,46.3,58.18
670,SEA College of Engineering and Technology,80.48,35.86,58.17
671,Alice Institute of Technology,80.68,35.66,58.17
672,Hastinapur Institute of Technology and Management,85.0,31.31,58.15
673,Joginpally B R Engineering College,82.77,33.53,58.15
674,Government Engineering College,82.66,33.64,58.15
675,Abu Road Polytechnic College,45.42,70.87,58.15
676,Sri Sai University,72.33,43.94,58.14
677,Marwadi University,60.99,55.26,58.13
678,MGM's College of Engineering,79.24,36.96,58.1
679,Pankajakasthuri College of Engineering and Technology,67.86,48.31,58.09
680,Dr CV Raman University,50.56,65.62,58.09
681,Vitthal Patil Polytechnic,67.04,49.11,58.08
682,Prakasam Engineering College,75.03,41.14,58.08
683,KCT College of Engineering and Technology,69.02,47.15,58.08
684,Arasu Polytechnic College,80.41,35.74,58.08
685,Excel Institute of Diploma Studies,79.91,36.22,58.07
686,Uttarakhand Technical University,75.25,40.84,58.05
687,Mother India Polytechnic College,41.09,74.98,58.04
688,Gyan Ganga Institute of Technology and Sciences,84.29,31.79,58.04
689,Government Engineering College,83.7,32.33,58.02
690,Assam Don Bosco University,78.48,37.55,58.01
691,Al Azhar College of Engineering and Technology,83.99,32.0,58.0
692,Government Polytechnic,69.28,46.71,58.0
693,Srinivasa Institute of Engineering and Technology,84.39,31.51,57.95
694,Bangalore College of Engineering and Technology,72.07,43.82,57.94
695,Kirodimal Institute of Technology,80.95,34.89,57.92
696,College of Advanced Technology,77.25,38.55,57.9
697,Anjuman E Islam Polytechnic,69.7,46.08,57.89
698,Indian Maritime University,71.71,44.06,57.89
699,Mahendra College of Engineering,78.8,36.97,57.89
700,Vi Institute of Technology,77.81,37.95,57.88
701,Gwalior Engineering College,73.93,41.8,57.87
702,Erode Kongu College of Polytechnic,84.41,31.32,57.86
703,Government Polytechnic College,83.67,32.04,57.86
704,Indraprastha Institute of Technology,81.05,34.64,57.85
705,Sri Chundi Ranganayakulu Engineering College,68.25,47.43,57.84
706,AKRG College of Engineering and Technology,79.6,36.07,57.84
707,Federal Institute of Science and Technology,75.6,40.08,57.84
708,Padmashree Krutartha Acharya College of Engineering,79.24,36.43,57.83
709,Government Polytechnic Garur,56.99,58.64,57.82
710,Alakh Prakash Goyal Shimla University,75.1,40.51,57.8
711,Nehru Gram Bharati,78.33,37.27,57.8
712,Merit Polytechnic College,80.28,35.29,57.79
713,Amani Group of Institutions,83.0,32.59,57.79
714,Union Christian Polytechnic College,73.31,42.25,57.78
715,Quest Group of Institutions,81.21,34.32,57.77
716,Panjab University,80.8,34.69,57.75
717,Shri Bajrang Polytechnic College,64.96,50.55,57.75
718,Smt Kamala and Sri Venkappa M Agadi College of Engineering and Technology,84.59,30.86,57.72
719,Sagar Institute of Technology,70.83,44.6,57.71
720,Maharaja Surajmal Institute of Technology,84.65,30.77,57.71
721,SBM College of Engineering and Technology,78.95,36.44,57.7
722,ACN College of Polytechnic,84.26,31.1,57.68
723,Krishna College of Engineering,76.33,39.0,57.67
724,Neelkanth Institute of Technology,77.73,37.59,57.66
725,Ravindra College of Engineering for Women,78.15,37.15,57.65
726,SelaQui Academy of Higher Education,81.19,34.11,57.65
727,Vidyavardhaka College of Engineering,78.71,36.59,57.65
728,Jansons Institute of Technology,82.59,32.69,57.64
729,RIMT- College of Architecture,79.31,35.93,57.62
730,Akula Sree Ramulu Institute of Engineering and Technology,82.91,32.31,57.61
731,Government Polytechnic College,80.78,34.43,57.6
732,MBS School of Planning and Architecture,82.3,32.91,57.6
733,Apex Group of Institutions,81.4,33.79,57.59
734,Baba Institute of Technology and Sciences,81.28,33.88,57.58
735,Jaya Sakthi Engineering College,80.19,34.95,57.57
736,TempleCity Institute of Technology and Engineering,72.95,42.18,57.57
737,Shri Sureshchandra Dhariwal Polytechnic,61.75,53.39,57.57
738,Army Institute of Technology,81.14,33.97,57.56
739,Government Polytechnic For Women,81.95,33.17,57.56
740,C Byregowda Institute of Technology,84.4,30.7,57.55
741,Turbomachinery Institute of Technology and Sciences,82.52,32.56,57.54
742,Gurgaon College of Engineering,82.39,32.62,57.5
743,Sunder Deep Engineering College,78.3,36.7,57.5
744,Sai Ganapathi Polytechnic,83.59,31.41,57.5
745,Atal Bihari Vajpayee Government Institute of Engineering and Technology,82.13,32.82,57.48
746,KL Polytechnic,79.56,35.39,57.48
747,Model Institute of Engineering and Technology,78.88,36.08,57.48
748,Aliah University,81.99,32.93,57.46
749,LR Institute of Engineering and Technology,61.86,53.04,57.45
